id,id_paper,reference
0,2,"M. Botsch, L. Kobbelt, M. Pauly, P. Alliez and B. Levy, Polygon Mesh Processing ser. Ak Peters Series, Taylor & Francis, 2010."
1,2,"R. Bade, J. Haase and B. Preim, ""Comparison of fundamental mesh smoothing algorithms for medical surface models"", Simulation und Visualisierung (2006, pp. 289-304, 2006."
2,2,"Y. Ohtake, A. G. Belyaev and I. A. Bogaevski, ""Polyhedral surface smoothing with simultaneous mesh regularization"", Geometric Modeling and Processing 2000. Theory and Applications. Proceedings, pp. 229-237, 2000."
3,2,"M. Desbrun, M. Meyer, P. Schröder and A. H. Barr, ""Anisotropic feature-preserving denoising of height fields and bivariate data"" in Graphics interface, Citeseer, vol. 11, no. 10, pp. 145-152, 2000."
4,2,"U. Clarenz, U. Diewald and M. Rumpf, ""Anisotropic geometric diffusion in surface processing"", Proceedings of the conference on Visualization '00, pp. 397-405, 2000."
5,2,"C. L. Bajaj and G. Xu, ""Anisotropic diffusion of surfaces and functions on surfaces"", ACM Transactions on Graphics (TOG), vol. 22, no. 1, pp. 4-32, 2003."
6,2,"A. F. El Ouafdi and D. Ziou, ""A global physical method for manifold smoothing"", 2008 IEEE International Conference on Shape Modeling and Applications, 2008."
7,2,"K. Hildebrandt and K. Polthier, ""Anisotropic filtering of non-linear surface features"" in Computer Graphics Forum, Wiley Online Library, vol. 23, no. 3, pp. 391-400, 2004."
8,2,"L. He and S. Schaefer, ""Mesh denoising via 1 0 minimization"", ACM Transactions on Graphics (TOG), vol. 32, no. 4, pp. 64, 2013."
9,2,"S. Fleishman, I. Drori and D. Cohen-Or, ""Bilateral mesh denoising"" in ACM transactions on graphics (TOG), ACM, vol. 22, no. 3, pp. 950-953, 2003."
10,2,"T. R. Jones, F. Durand and M. Desbrun, ""Non-iterative feature-preserving mesh smoothing"", ACM Transactions on Graphics (TOG), vol. 22, no. 3, pp. 943-949, 2003."
11,2,"J. Solomon, K. Crane, A. Butscher and C. Wojtan, ""A general framework for bilateral and mean shift filtering"", CoRR, vol. abs/1405.4734, 2014, [online] Available: http://arxiv.org/abs/1405.4734."
12,2,"G. Taubin, ""Linear anisotropic mesh filtering"", Res. Rep. RC2213 IBM, vol. 1, no. 4, 2001."
13,2,"Y. Shen and K. E. Barner, ""Fuzzy vector median-based surface smoothing"", IEEE Transactions on Visualization and Computer Graphics, vol. 10, no. 3, pp. 252-265, May 2004."
14,2,"X. Sun, P. Rosin, R. Martin and F. Langbein, ""Fast and effective feature-preserving mesh denoising"", IEEE transactions on visualization and computer graphics, vol. 13, no. 5, pp. 925-938, 2007."
15,2,"Y. Zheng, H. Fu, O.K.-C. Au and C.-L. Tai, ""Bilateral normal filtering for mesh denoising"", IEEE Transactions on Visualization and Computer Graphics, vol. 17, no. 10, pp. 1521-1530, 2011."
16,2,"M. Wei, J. Yu, W.-M. Pang, J. Wang, J. Qin, L. Liu, et al., ""Binormal filtering for mesh denoising"", IEEE transactions on visualization and computer graphics, vol. 21, no. 1, pp. 43-55, 2015."
17,2,"W. Zhang, B. Deng, J. Zhang, S. Bouaziz and L. Liu, ""Guided mesh normal filtering"" in Computer Graphics Forum, Wiley Online Library, vol. 34, no. 7, pp. 23-34, 2015."
18,2,"T. Li, J. Wang, H. Liu and L.-g. Liu, ""Efficient mesh denoising via robust normal filtering and alternate vertex updating"", Frontiers of Information Technology & Electronic Engineering, vol. 18, no. 11, pp. 1828-1842, 2017."
19,2,"S. K. Yadav, U. Reitebuch and K. Polthier, ""Mesh denoising based on normal voting tensor and binary optimization"", IEEE Transactions on Visualization & Computer Graphics, no. 8, pp. 2366-2379, 2018."
20,2,"S. K. Yadav, U. Reitebuch and K. Polthier, ""Robust and high fidelity mesh denoising"", IEEE Transactions on Visualization and Computer Graphics, 2018."
21,2,"M. Wei, L. Liang, W.-M. Pang, J. Wang, W. Li and H. Wu, ""Tensor voting guided mesh denoising"", IEEE Transactions on Automation Science and Engineering, vol. 14, no. 2, pp. 931-945, 2017."
