id,id_paper,reference
0,0,"R. Bajcsy and S. Kovacic, ""Multiresolution elastic matching"", Computer Vision Graphics and Image Processing, vol. 46, pp. 1-21, 1989."
1,0,"T. Cootes, A. Hill, C. J. Taylor and J. Haslam, ""Use of active shape models for locating structures in medical images"", Image and Vision Computing, vol. 12, no. 6, pp. 355-365, 1994."
2,0,"R. B. D'Agostino, ""Small sample probability points for the D test of normality"", Biometrika, vol. 59, pp. 219-221, 1972."
3,0,"C. Davatzikos, M. Vaillant, S. Resnick, J. Prince, S. Letovsky and R. Bryan, ""A computerized approach for morphological analysis of the corpus callosum"", Journal of Computer Assisted Tomography, vol. 20, no. 1, pp. 88-97, 1996."
4,0,"V. H. Denenberg, A. Kertesz and P. E. Cowell, ""A factor analysis of the human's corpus callosum"", Brain Research, vol. 548, pp. 126-132, 1991."
5,0,"H. Harman, Modern Factor Analysis, University of Chicago Press, 1976."
6,0,"L. Le Briquer and J. C. Gee, ""Design of a Statistical Model of Brain Shape"", Lecture Notes in Computer Science: Information Processing in Medical Imaging, vol. 1230, pp. 477-482, 1997."
7,0,"C. C. Lin and G. S. Muldholkar, ""A simple test for normality against asymetric alternatives"", Biometrika, vol. 67, pp. 455-461, 1980."
8,0,"A. Machado and J. C. Gee, ""Atlas warping for brain morphometry"", Proceedings of the SPIE Medical Imaging 1998: Image Processing, pp. 642-651, 1998."
9,0,"A. Machado, J. C. Gee and M. Campos, ""Exploratory factor analysis in morphometry"" in Medical Image Computing and Computer-Assisted Intervention Lecture Notes in Computer Science, Berlin:Springer-Verlag, vol. 1679, pp. 378-385, 1999."
10,0,"L. Marcus, ""Traditional Morphometrics"", Proceedings of the Michigan Morphometrics Workshop, pp. 77-122, 1990."
11,0,"T. N. Pappas, ""An adaptive clustering algorithm for image segmentation"", IEEE Transactions on Signal Processing, vol. 40, pp. 901-914, 1992."
12,0,"A. Rencher, Methods of Multivariate Analysis, John Wiley & Sons, 1995."
13,0,"R. Reyment and K. Järeskog, Applied Factor Analysis in the Natural Sciences, Cambridge University Press, 1996."
14,0,"S. Roweis and Z. Ghahramani, ""A unifying review of linear gaussian models"", Neural Computation, vol. 11, no. 2, pp. 305-345, 1999."
15,0,"J. L. Stievenart, M. T. Iba-Zizen, A. Tourbah, A. Lopez, M. Thibierge, A. Abanou, et al., ""Minimal surface: A useful paradigm to describe the deeper part of the corpus callosum?"", Brain Research Bulletin, vol. 44, no. 2, pp. 117-124, 1997."
16,0,"S. F. Witelson, ""Hand and sex differences in the isthmus and genu of the human corpus callosum"", a postmortem morphological study. Brain, vol. 112, pp. 799-835, 1989."
17,0,"R. Bajcsy and S. Kovacic, ""Multiresolution elastic matching"", Computer Vision Graphics and Image Processing, vol. 46, pp. 1-21, 1989."
18,0,"T. Cootes, A. Hill, C. J. Taylor and J. Haslam, ""Use of active shape models for locating structures in medical images"", Image and Vision Computing, vol. 12, no. 6, pp. 355-365, 1994."
19,0,"R. B. D'Agostino, ""Small sample probability points for the D test of normality"", Biometrika, vol. 59, pp. 219-221, 1972."
20,0,"C. Davatzikos, M. Vaillant, S. Resnick, J. Prince, S. Letovsky and R. Bryan, ""A computerized approach for morphological analysis of the corpus callosum"", Journal of Computer Assisted Tomography, vol. 20, no. 1, pp. 88-97, 1996."
21,0,"V. H. Denenberg, A. Kertesz and P. E. Cowell, ""A factor analysis of the human's corpus callosum"", Brain Research, vol. 548, pp. 126-132, 1991."
22,0,"H. Harman, Modern Factor Analysis, University of Chicago Press, 1976."
