id,id_author,university
0,0,Department of Computer Science of University of York
1,1,Department of Computer Science of University of York
2,2,Leonardo Electronic Almanac (LEA)
3,3,Ital-TBS
4,4,CRS-TBS
5,5,Laboratório de Reconhecimento de Padrões do Departamento de Eletrônica de Sistemas da Universidade Federal de Pernambuco (UFPE)
6,6,"Departamento de Ciência da Computação (DCC) do Instituto de Matemática, Estatística e Ciência da Computação (IMECC) da Universidade Estadual de Campinas (UNICAMP)"
7,7,"Departamento de Ciência da Computação (DCC) do Instituto de Matemática, Estatística e Ciência da Computação (IMECC) da Universidade Estadual de Campinas (UNICAMP)"
8,8,"Departamento de Ciência da Computação (DCC) do Instituto de Matemática, Estatística e Ciência da Computação (IMECC) da Universidade Estadual de Campinas (UNICAMP)"
9,9,Laboratório de Reconhecimento de Padrões do Departamento de Eletrônica e Sistemas da Universidade Federal de Pernambuco (UFPE)
10,10,Grupo de Computação de Imagens do Departamento de Engenharia de Computação e Automação Industrial da Faculdade de Engenharia Elétrica da Universidade Estadual (FEE) de Campinas (UNICAMP)
11,11,Departamento de Comunicações (DECOM) da Faculdade de Engenharia Elétrica (FEE) Universidade Estadual de Campinas (UNICAMP)
12,12,Departamento de Comunicações (DECOM) da Faculdade de Engenharia Elétrica (FEE) Universidade Estadual de Campinas (UNICAMP)
13,13,CETUC- Pontifícia Universidade Católica do Rio de Janeiro (PUC-Rio)
14,14,CETUC- Pontifícia Universidade Católica do Rio de Janeiro (PUC-Rio)
15,15,Departamento de Engenharia Elétrica da Universidade Federal da Paraíba (UFPB)
16,16,Département Electronique de Ecole Nationale Supérieure des Télécommunications
17,17,Departamento de Engenharia Elétrica da Universidade Federal da Paraíba (UFPB)
18,18,Departamento de Engenharia Elétrica da Universidade Federal da Paraíba (UFPB)
19,19,Departamento de Engenharia de Computação e Automação Industrial da Faculdade de Engenharia Elétrica da Universidade Estadual de Campinas (UNICAMP)
20,20,Departamento de Engenharia de Computação e Automação Industrial da Faculdade de Engenharia Elétrica da Universidade Estadual de Campinas (UNICAMP)
21,21,Centro de Lógica da Epistemologia e História da Ciência da Universidade Estadual de Campinas (UNICAMP)
22,22,Programa de Engenharia de Sistemas (COPPE) da Universidade Federal do Rio de Janeiro (UFRJ)
23,23,Programa de Engenharia de Sistemas (COPPE) da Universidade Federal do Rio de Janeiro (UFRJ)
24,24,Programa de Engenharia de Sistemas (COPPE) da Universidade Federal do Rio de Janeiro (UFRJ)
25,25,Laboratório de Computação Gráfica (COPPE-Sistemas/UFRJ)
26,26,Instituto de Matemática Pura e Aplicada (IMPA)
27,27,Departamento de Computação da Universidade de São Carlos (UFSCar)
28,28,Instituto de Física de São Carlos (IFSC) da Universidade de São Paulo (USP)
29,29,Pós-Graduação em Computação Aplicada (CAA) da Universidade Federal do Fluminense (UFF)
30,30,Departamento de Engenharia Mecânica da Pontifícia Universidade Católica do Rio de Janeiro (PUC-Rio)
31,31,Universidade Estadual Paulista Júlio de Mesquita Filho (UNESP)
32,32,Grupo de Pesquisa em Visão Cibernética do Instituto de Física de São Carlos (IFSC) da Universidade de São Paulo (USP)
33,33,Departamento de Engenharia de Computação e Automação Industrial da Faculdade de Engenharia Elétrica (FEE) DA Universidade Estadual de Campinas (UNICAMP)
34,34,"Grupo de Arquitetura, Processamento de Imagens  e Sinais da Universidade Federal de São Carlos  (UFSCar)"
35,35,"Grupo de Arquitetura, Processamento de Imagens  e Sinais da Universidade Federal de São Carlos  (UFSCar)"
36,36,Centro Nacional de Pesquisa e Desenvolvida de Instrumentação Agropecuária (CNPDIA) da Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)
37,37,Departamento de Engenharia de Computação e Automação Industrial (DCA) da Faculdade de Engenharia Elétrica (FEE) da Universidade Estadual de Campinas (UNICAMP)
