id,id_paper,name
0,"Francisco José M. de Simões,",1988
3,"Paulo Roma Cavalcanti,",1988
3,"Paulo Sedres,",1988
4,"Sílvia Delgado Olabarriaga,",1988
4,"Marcio Sarroglia Pinho,",1988
4,"João Luiz Dihl Comba,",1988
5,"Arcela Aluizio Junior,",1988
6,"Paulo Roberto Campos,",1988
7,"João Luiz Dihl Comba,",1988
8,"Luiz Alberto Vieira Dias,",1988
8,"Flávio Jorge Ponzoni,",1988
11,"Guaraci José Erthal,",1988
11,"Câmara Gilberto Neto,",1988
12,"Antônio Alberto Fernandes de Oliveira,",1988
14,"José Maria Ribeiro Neves,",1988
15,"Antônio Alberto Fernandes de Oliveira,",1988
17,"Gerald Jean Francis Banon,",1988
18,"João Marques de Carvalho,",1988
19,"Luciano Vieira Dutra,",1988
19,"Celina Foresti,",1988
19,"Paulo Roberto Meneses,",1988
20,"Bruno Cernuschi Frías,",1988
20,"Osvaldo A. A. Bianchi,",1988
20,"Ricardo Alberto Veiga,",1988
21,"Nelson Delfino d'Ávila Mascarenhas,",1988
21,"Edson Alves Ribeiro,",1988
22,"A. de A. Araújo,",1988
23,"A. de A. Araújo,",1988
25,"Roberto Segabinazzi,",1988
25,"Marco Antônio da Rocha,",1988
25,"Armando H. Kuamoto,",1988
26,"Jan Frans Willem Slaets,",1988
27,"Clésio Luiz Tozzi,",1988
28,"Rudnei Dias da Cunha Cunha,",1988
29,"Pedro Faria Lopes,",1988
30,"Sílvia Delgado Olabarriaga,",1988
31,"Luiz Antônio M. Pereira,",1988
32,"Vaclav Hlavac,",1988
32,"Radek Marik,",1988
32,"Milan Sonka,",1988
36,"Edison Oliveira de Jesus,",1988
37,"Evandro Eduardo Seron Ruiz,",1988
