id,id_author,university
0,0,"RECOD Lab - Institute of Computing - IC, University of Campinas - UNICAMP, Campinas, Brazil"
1,1,"RECOD Lab - Institute of Computing - IC, University of Campinas - UNICAMP, Campinas, Brazil"
2,2,"Instituto de Informática-INF, Universidade Federal do Rio Grande do Sul, Porto Alegre, Brazil"
3,3,"Instituto de Informática-INF, Universidade Federal do Rio Grande do Sul, Porto Alegre, Brazil"
4,4,"Instituto de Informática-INF, Universidade Federal do Rio Grande do Sul, Porto Alegre, Brazil"
5,5,"Virtual Human Laboratory, Graduate Programme in Computer Science, Pontifícia Universidade Católica do Rio Grande do Sul, Porto Alegre, Brazil"
6,6,"Virtual Human Laboratory, Graduate Programme in Computer Science, Pontifícia Universidade Católica do Rio Grande do Sul, Porto Alegre, Brazil"
7,7,"Virtual Human Laboratory, Graduate Programme in Computer Science, Pontifícia Universidade Católica do Rio Grande do Sul, Porto Alegre, Brazil"
8,8,"Pontifïcia Universidade Católica do Rio Grande do Sul - PUCRS, Virtual Human Laboratory, Porto Alegre, Brazil"
9,9,"Pontifïcia Universidade Católica do Rio Grande do Sul - PUCRS, Virtual Human Laboratory, Porto Alegre, Brazil"
10,10,"Pontifïcia Universidade Católica do Rio Grande do Sul - PUCRS, Virtual Human Laboratory, Porto Alegre, Brazil"
11,11,"Pontifïcia Universidade Católica do Rio Grande do Sul - PUCRS, Virtual Human Laboratory, Porto Alegre, Brazil"
12,12,"Pontifïcia Universidade Católica do Rio Grande do Sul - PUCRS, Virtual Human Laboratory, Porto Alegre, Brazil"
13,13,"Pontifïcia Universidade Católica do Rio Grande do Sul - PUCRS, Virtual Human Laboratory, Porto Alegre, Brazil"
14,14,"Instituto de Ciências Matemáticas e de Computação (ICMC), University of São Paulo, Sao Paulo, Brazil"
15,15,"Instituto de Ciências Matemáticas e de Computação (ICMC), University of São Paulo, Sao Paulo, Brazil"
16,16,"Instituto de Ciências Matemáticas e de Computação (ICMC), University of São Paulo, Sao Paulo, Brazil"
17,17,"Instituto de Ciências Matemáticas e de Computação (ICMC), University of São Paulo, Sao Paulo, Brazil"
18,18,"Instituto de Ciências Matemáticas e de Computação (ICMC), University of São Paulo, Sao Paulo, Brazil"
19,19,"Computer Engineering & Automatic Control Department, Universitat Poliltècnica de Catalunya, Barcelona, Spain"
20,20,"Computer Engineering & Automatic Control Department, Universitat Poliltècnica de Catalunya, Barcelona, Spain"
21,21,"Departamento de Informática, Universidade Federal do Paraná, Curitiba, Brazil"
22,22,"Fundación Centro Diagnóstico Nuclear, Buenos Aires, Argentina"
23,23,"Fundación Escuela de Medicina Nuclear, Mendoza, Argentina"
24,24,"Grupo Fósica Estadóstica, Centro Atómico Bariloche, Bariloche, Argentina"
25,25,"Instituto de Ciências Matemáticas e de Computação (ICMC), Universidade de Sáo Paulo, Sao Paulo, Brazil"
26,26,"Departamento de Computação (DC), Universidade Federal de São Carlos, Sao Paulo, Brazil"
27,27,"Department of Computer Science and Engineering, Michigan State University, East Lansing, USA"
28,28,"Department of Computer Science and Engineering, Michigan State University, East Lansing, USA"
29,29,"Department of Automation, Tsinghua University, Beijing, China"
30,30,"Universidade do Vale do Rio dos Sinos (UNISINOS), Sao Leopoldo, Brazil"
31,31,"Universidade do Vale do Rio dos Sinos (UNISINOS), Sao Leopoldo, Brazil"
32,32,"PPGC, Universidade Federal do Rio Grande do Sul, Porto Alegre, Brazil"
33,33,"Federal University of Ceara, Fortaleza-CE, Brazil"
34,34,"Federal University of Ceara, Fortaleza-CE, Brazil"
35,35,"Federal University of Ceara, Fortaleza-CE, Brazil"
36,37,"ICMC-USp, São, Carlos, Sp, Brazil"
37,38,Instituto de Informática - UFRGS
38,39,Instituto de Informática - UFRGS
39,40,"ICMC-USp, São, Carlos, Sp, Brazil"
40,41,"ICMC USP, Sao Carlos, Brazil"
41,42,"DIMAp-UFRN, Natal, Brazil"
42,43,"SCI-Utah, Salt Lake, USA"
43,44,"SCI-Utah, Salt Lake, USA"
44,45,"ICMC USP, Sao Carlos, Brazil"
45,46,"Departament of Mathematics, PUC-Rio, Rio de Janeiro, Brazil"
46,47,"Departament of Mathematics, PUC-Rio, Rio de Janeiro, Brazil"
47,48,"Departament of Mathematics, PUC-Rio, Rio de Janeiro, Brazil"
48,49,"Departament of Mathematics, PUC-Rio, Rio de Janeiro, Brazil"
49,50,"Department of Mathematics, PUC-Rio, Matmidia Lab, Rio de Janeiro, Brazil"
50,51,"Institute of Mathematics, UFAL, Maceió, Brazil"
51,52,"Department of Mathematics, PUC-Rio, Matmidia Lab, Rio de Janeiro, Brazil"
52,53,"Department of Mathematics, PUC-Rio, Matmidia Lab, Rio de Janeiro, Brazil"
53,54,"Department of Mathematics, PUC-Rio, Matmidia Lab, Rio de Janeiro, Brazil"
54,55,"Department of Mathematics, PUC-Rio, Matmidia Lab, Rio de Janeiro, Brazil"
55,56,"Department of Mathematics, PUC-Rio, Matmidia Lab, Rio de Janeiro, Brazil"
56,57,"Department of Mathematics, PUC-Rio, Matmidia Lab, Rio de Janeiro, Brazil"
57,58,"Department of Mathematics, PUC-Rio, Matmidia Lab, Rio de Janeiro, Brazil"
58,59,"Department of Mathematics, PUC-Rio, Matmidia Lab, Rio de Janeiro, Brazil"
59,61,"Department of Mathematics, PUC-Rio, Matmidia Lab, Rio de Janeiro, Brazil"
60,62,"Department of Mathematics, PUC-Rio, Matmidia Lab, Rio de Janeiro, Brazil"
61,63,"Institute of Mathematics, UFBA, Salvador, Brazil"
62,64,"Institute of Mathematics, UFAL, Maceió, Brazil"
63,65,"Institute of Mathematics, UFAL, Maceió, Brazil"
64,66,"IMPA – Instituto Nacional de Matemática Pura e Aplicada, Rio de Janeiro, Brazil"
65,68,"Instituto de Informática, UFRGS, Brazil"
66,69,"Instituto de Informática, UFRGS, Brazil"
67,70,"Instituto de Informática, UFRGS, Brazil"
68,71,"Instituto de Informática, UFRGS, Brazil"
