id,id_paper,reference
0,2,"M. Fatemi and J. F. Greenleaf, ""Ultrasound-stimulated vibro-acoustic spectrography,"" Science, vol. 280, pp. 82-85, 1998."
1,2,"G. T. Silva, S. Chen, J. F. Greenleaf, and M. Fatemi, ""Dynamic ultrasound radiation force in fluids,"" Physical Review E, vol. 17, p. 056617, May 2005."
2,2,"A. Alizad, M. Fatemi, R. A. Nishimura, R. R. Kinnick, E. Rambod, and J. F. Greenleaf, ""Detection of calcium deposits on heart valve leaflets by vibro-acoustography: an in vitro study,"" Journal of the America Society of Echocardiography, vol. 15, no. 11, pp. 1391-1395, November 2002."
3,2,"F. G. Mitri, P. Trompette, and J. Chapelon, ""Improving the use of vibro-acoustography for brachytherapy metal seed imaging: a feasibility study,"" IEEE Transactions on Medical Imaging, vol. 23, no. 1, pp. 1-6, January 2004."
4,2,"A. Alizad, M. Fatemi, L. E. Wold, and J. F. Greenleaf, ""Performance of vibro-acoustography in detecting microcalcifications in excised human breast tissue: a study on 74 tissue samples."" IEEE Transactions on Medical Imaging, vol. 23, no. 3, pp. 307-312, 2004."
5,2,"M. Fatemi, J. F. Greenleaf, and A. Manduca, ""Imaging elastic properties of biological tissues by low-frequency harmonic vibration,"" Proceedings in the Institute of Electric and Electronics Engineers, vol. 91, pp. 1503-1519, October 2003."
6,2,"F. G. Mitri, Z. E. A. Fellah, E. Closset, P. Trompette, and J. Chapelon, ""Determination of object resonances by vibro-acoustography and their associated modes,"" Ultrasonics, vol. 42, pp. 537-543, 2004."
7,2,"A. Alizad, L. E. Wold, J. F. Greenleaf, and M. Fatemi, ""Imaging mass lesions by vibro-acoustography: modeling and experiments."" IEEE Transactions on Medical Imaging, vol. 23, no. 9, pp. 1087-1093, 2004."
8,2,"C. A. Cain and S. Umemura, ""Concentric-ring and sectorvortex phased-array applicators for ultrasound hyperthermia,"" IEEE Transactions on Microwave Theory and Techniques, vol. MTT-34, no. 5, pp. 542-551, May 1986."
9,2,"S. Chen, M. Fatemi, R. Kinnick, and J. R Greenleaf, ""Comparison of stress field forming methods for vibroacoustography,"" IEEE Transactions on Ultrasonics, Ferroelectrics, and Frequency Control, vol. 51, no. 3, pp. 313-321, March 2004."
10,2,"G. T. Silva, J. F. Greenleaf, and M. Fatemi, ""Linear arrays for vibro-acoustography: a numerical simulation study,"" Ultrasonic Imaging, vol. 26, pp. 1-17, April 2004."
