"description","estado","sigla","regiao","IA"
"Grupo de Tecnologia em Computacao Grafica, Rio de Janeiro, Brazil",Rio de Janeiro,RJ,Sudeste
"TeCGraf-Grupo de Tecnologia em Computação Gráfica, Rio de Janeiro, Rio de Janeiro, Brazil",Rio de Janeiro,RJ,Sudeste
"Instituto de Matemática e Estatística, Universidade de Sáo Paulo, Sao Paulo, Brazil",São Paulo,SP,Sudeste
"Universidade de Sao Paulo, Sao Paulo, SÃ£o Paulo, BR",São Paulo,SP,Sudeste
"Dept. of Appl. Math. & Stat., State Univ. of New York, Stony Brook, NY, USA",Internacional,,
"Department of Applied Mathematics and Statistics, State University of New York, Stony Brook, Stony Brook, NY, USA",Internacional,,
"AT and T Research Laboratories, Florham Park, NJ, USA",Internacional,,
"Inst. of Computing, State University of Campinas-UNICAMP, Sao Paulo, Brazil",São Paulo,SP,Sudeste
"Informatics Department, University of Maringá, Maringa, Parana, Brazil",Paraná,PR,Sul
"Inst. of Computing, State University of Campinas-UNICAMP, Sao Paulo, Brazil",São Paulo,SP,Sudeste
"Dept. de Ciencias de Comput. e Estatistica, ICMC/USP, Sao Carlos, Brazil",São Paulo,SP,Sudeste
"Departamento de Ciências de Computação e Estatística, ICMC USP, Sao Paulo, Brazil",São Paulo,SP,Sudeste
"FEEC-Faculdade de Engenharia Elétrica e de Computaçãio, Sao Paulo, Brazil",São Paulo,SP,Sudeste
"IC-Instituto de Computação, Sao Paulo, Brazil",São Paulo,SP,Sudeste
"Dept. de Ciencia da Comput, UFMG, Minas Gerais, Brazil",Minas Gerais,MG,Sudeste
"Instituto de Computação, State University of Campinas-UNICAMP, Sao Paulo, Brazil",São Paulo,SP,Sudeste
"Instituto de Matemática e Estatística-USP, Sao Paulo, Brazil",São Paulo,SP,Sudeste
"Universidade de Sao Paulo, Sao Paulo, SÃ£o Paulo, BR",São Paulo,SP,Sudeste
"Universidade de Sao Paulo, Sao Paulo, SÃ£o Paulo, BR",São Paulo,SP,Sudeste
"FEEC-Faculdade de Engenharia Elétrica e de Computação, Sao Paulo, Brazil",São Paulo,SP,Sudeste
"FEEC-Faculdade de Engenharia Elétrica e de Computação, Sao Paulo, Brazil",São Paulo,SP,Sudeste
"Instituto de Matemática e Estatística-USP, Sao Paulo, Brazil",São Paulo,SP,Sudeste
"Universidade de Sao Paulo, Sao Paulo, SÃ£o Paulo, BR",São Paulo,SP,Sudeste
"Instituto de Matemática e Estatística-USP, Sao Paulo, Brazil",São Paulo,SP,Sudeste
"Faculty of Electrical and Computer Engineering, State University of Campinas-UNICAMP, Sao Paulo, Brazil",São Paulo,SP,Sudeste
"Centre de Morphologie Mathématique, Ećole des Mines de Paris, Fontainebleau, France",Internacional,,
"Departamento de Informática, UFPR, Curitiba, Parana, Brazil",Paraná,PR,Sul
"Instituto de Matemática e Estatística-USP, Sao Paulo, Brazil",São Paulo,SP,Sudeste
"Instituto de Matemática e Estatística-USP, Sao Paulo, Brazil",São Paulo,SP,Sudeste
"Faculty of Electrical and Computer Engineering UNICAMP, Sao Paulo, Brazil",São Paulo,SP,Sudeste
"Ecole des Mines de Paris, Fontainebleau, France",Internacional,,
"Universidad de Buenos Aires, Buenos Aires, AR",Internacional,,
"Departamento De Computación-fceyn, Universidad de Buenos Aires, Argentina",Internacional,,
"Universidad de Buenos Aires, Buenos Aires, AR",Internacional,,
"Departamento De Computación-fceyn, Universidad de Buenos Aires, Argentina",Internacional,,
"Dept. de Ciencia da Comput., UFMG, Belo Horizonte, Brazil",Minas Gerais,MG,Sudeste
"Department de Ciência da Computacão, NPDI/DCC/UFMG, Belo Horizonte, Minas Gerais, Brazil",Minas Gerais,MG,Sudeste
"Department de Ciência da Computacão, NPDI/DCC/UFMG, Belo Horizonte, Minas Gerais, Brazil",Minas Gerais,MG,Sudeste
"Lab. de Processamento de Sinais, COPPE, Rio de Janeiro, Brazil",Rio de Janeiro,RJ,Sudeste
"Departamento de Ciência da Computacao, NPDI/DCC/UFMG, Belo Horizonte, Minas Gerais, Brazil",Minas Gerais,MG,Sudeste
"Departamento de Ciência da Computacao, NPDI/DCC/UFMG, Belo Horizonte, Minas Gerais, Brazil",Minas Gerais,MG,Sudeste
"Departamento de Ciência da Computacao, NPDI/DCC/UFMG, Belo Horizonte, Minas Gerais, Brazil",Minas Gerais,MG,Sudeste
"Laboratoire ď Analyse et Architecture des Systemes, Toulouse, France",Internacional,,
"Laboratoire ď Analyse et Architecture des Systemes, Toulouse, France",Internacional,,
"Univ. do Vale do Rio dos Sinos, Sao Lepoldo, Brazil",Rio Grande do Sul,RS,Sul
"UNISINOS Universidade do Vale do Rio dos Sinos, Sao Leopoldo, Rio Grande do Sul, Brazil",Rio Grande do Sul,RS,Sul
"Departament of Electrical Engineering, University Federal da Paraiba, Campina Grande, Paraiba, Brazil",Paraíba,PB,Nordeste
"Departament of Electrical Engineering, University Federal da Paraiba, Campina Grande, Paraiba, Brazil",Paraíba,PB,Nordeste
"Departament of Electrical Engineering, University Federal da Paraiba, Campina Grande, Paraiba, Brazil",Paraíba,PB,Nordeste
"Departamento de Engenharia Elétrica, University Fed. da Paraíba, Campina Grande, Paraiba, Brazil",Paraíba,PB,Nordeste
"Departamento de Engenharia Elétrica, University Fed. da Paraíba, Campina Grande, Paraiba, Brazil",Paraíba,PB,Nordeste
"Departamento de Engenharia Elétrica, University Fed. da Paraíba, Campina Grande, Paraiba, Brazil",Paraíba,PB,Nordeste
"Departamento de Engenharia Elétrica, University Fed. da Paraíba, Campina Grande, Paraiba, Brazil",Paraíba,PB,Nordeste
"Department de Ciência da Computação, NPDI/DCC/UFMG, Belo Horizonte, Minas Gerais, Brazil",Minas Gerais,MG,Sudeste
"Department de Ciência da Computação, NPDI/DCC/UFMG, Belo Horizonte, Minas Gerais, Brazil",Minas Gerais,MG,Sudeste
"Department de Ciência da Computação, NPDI/DCC/UFMG, Belo Horizonte, Minas Gerais, Brazil",Minas Gerais,MG,Sudeste
"Department de Ciência da Computação, NPDI/DCC/UFMG, Belo Horizonte, Minas Gerais, Brazil",Minas Gerais,MG,Sudeste
"Dept. de Matematica Aplicada, UFF, Niteroi, Brazil",Rio de Janeiro,RJ,Sudeste
"Laboratório de Computação Grafica, COPPE-Programa de Engenharia de Sistemas e Computação, Rio de Janeiro, Brazil",Rio de Janeiro,RJ,Sudeste
"Laboratorio de Computacao Grafica, COPPE-Programa de Engenharia de Sistemas e Computacao, Rio de Janeiro, Brazil",Rio de Janeiro,RJ,Sudeste
"Univ. do Vale do Paraiba, Brazil",Paraíba,PB,Nordeste
"INPE-Instituto Nacional de Pesquisas Espaciais, Sao Paulo, Brazil",São Paulo,SP,Sudeste
"INPE-Instituto Nacional de Pesquisas Espaciais, Sao Paulo, Brazil",São Paulo,SP,Sudeste
"Lab. de Microelectron., Sao Paulo Univ., Brazil",São Paulo,SP,Sudeste
