id,id_paper,reference
0,2,"J. Shi and C. Tomasi, ""Good features to track"", Computer Vision and Pattern Recognition 1994. Proceedings CVPR94. 1994 IEEE Computer Society Conference on, pp. 593-600, Jun 1994."
1,2,"B. D. Lucas and T. Kanade, ""An iterative image registration technique with an application to stereo vision"", Proceedings of the 7th International Joint Conference on Artificial Intelligence-Volume 2 ser. IJCAI81, pp. 674-679, 1981."
2,2,"A. Geiger, P. Lenz and R. Urtasun, ""Are we ready for autonomous driving? the kitti vision benchmark suite"", Computer Vision and Pattern Recognition (CVPR) 2012 IEEE Conference on, pp. 3354-3361, June 2012."
3,2,"A. J. Davison, I. D. Reid, N. D. Molton and O. Stasse, ""MonoSLAM: Real-time single camera SLAM"", IEEE Transactions on Pattern Analysis and Machine Intelligence, vol. 29, no. 6, pp. 1052-1067, 2007."
4,2,"D. Chekhlov, M. Pupilli, W. Mayol-cuevas and A. Calway, ""Real-time and robust monocular slam using predictive multi-resolution descriptors"", 2nd International Symposium on Visual Computing, 2006."
5,2,"X. Meng, F. Hong and Y. Chen, ""Monocular simultaneous localization and mapping with a modified covariance extended kalman filter"", 2009 IEEE International Conference on Intelligent Computing and Intelligent Systems, vol. 2, pp. 900-903, Nov 2009."
6,2,"G. Klein and D. Murray, ""Parallel tracking and mapping for small ar workspaces"", Mixed and Augmented Reality 2007. ISMAR 2007. 6th IEEE and ACM International Symposium on, pp. 225-234, Nov 2007."
7,2,"C. Forster, M. Pizzoli and D. Scaramuzza, ""SVO: Fast Semi-Direct Monocular Visual Odometry"", IEEE International Conference on Robotics and Automation, 2014."
8,2,"S. Song, M. Chandraker and C. C. Guest, ""Parallel real-time monocular visual odometry"", Proceedings-IEEE International Conference on Robotics and Automation, pp. 4698-4705, 2013."
9,2,"S. Song, M. Chandraker and C. C. Guest, ""High Accuracy Monocular SFM and Scale Correction for Autonomous Driving"", IEEE Transactions on Pattern Analysis and Machine Intelligence, vol. 38, no. 4, pp. 730-743, 2016."
10,2,"M. Persson, T. Piccini, M. Felsberg and R. Mester, ""Robust stereo visual odometry from monocular techniques"", IEEE Intelligent Vehicles Symposium Proceedings, no. Iv, pp. 686-691, 2015."
11,2,"J. Engel, J. Sturm and D. Cremers, ""Semi-dense visual odometry for a monocular camera"", Proceedings of the IEEE International Conference on Computer Vision, pp. 1449-1456, 2013."
12,2,"E. Rosten and T. Drummond, Machine Learning for High-Speed Corner Detection, Berlin, Heidelberg:Springer Berlin Heidelberg, pp. 430-443, 2006."
13,2,"J. Yves Bouguet, ""Pyramidal implementation of the lucas kanade feature tracker"", Intel Corporation Microprocessor Research Labs, 2000."
14,2,"D. G. Lowe, ""Object recognition from local scale-invariant features"", Computer Vision 1999. The Proceedings of the Seventh IEEE International Conference on, vol. 2, pp. 1150-1157, 1999."
15,2,"E. Rublee, V. Rabaud, K. Konolige and G. Bradski, ""Orb: An efficient alternative to sift or surf"", 2011 International Conference on Computer Vision, pp. 2564-2571, Nov 2011."
16,2,"C. Forster, M. Faessler, F. Fontana, M. Werlberger and D. Scaramuzza, ""Continuous On-Board Monocular-Vision based Elevation Mapping Applied to Autonomous Landing of Micro Aerial Vehicles"", IEEE International Conference on Robotics and Automation (ICRA), 2015."
17,2,"X.-S. Gao, X.-R. Hou, J. Tang and H.-F. Cheng, ""Complete solution classification for the perspective-three-point problem"", IEEE Transactions on Pattern Analysis and Machine Intelligence, vol. 25, no. 8, pp. 930-943, Aug 2003."
18,2,"V. Lepetit, F. Moreno-Noguer and P. Fua, ""Epnp: An accurate o(n) solution to the pnp problem"", International Journal Computer Vision, vol. 81, no. 2, 2009."
19,2,"M. H. Mirabdollah and B. Mertsching, On the Second Order Statistics of Essential Matrix Elements, Cham:Springer International Publishing, pp. 547-557, 2014."
20,2,"D. Nister, ""An efficient solution to the five-point relative pose problem"", IEEE Transactions on Pattern Analysis and Machine Intelligence, vol. 26, no. 6, pp. 756-770, June 2004."
21,2,"R. Mur-Artal, J. M. M. Montiel and J. D. Tards, ""Orb-slam: A versatile and accurate monocular slam system"", IEEE Transactions on Robotics, vol. 31, no. 5, pp. 1147-1163, Oct 2015."
22,2,"U. O. P. Mirabollah, M. Mertshching and B., ""Fast Techniques for Monocular Visual Odometry"", GCPR 2015, pp. 297-307, 2015."
23,2,"N. Fanani, M. Ochs, H. Bradler and R. Mester, Keypoint Trajectory Estimation Using Propagation Based Tracking, no. Iv, 2016."
24,2,"R. I. Hartley and P. Sturm, ""Triangulation"", Computer Vision and Image Understanding, vol. 68, no. 2, pp. 146-157, 1997."
25,2,"D. W. Marquardt, ""An algorithm for least-squares estimation of nonlinear parameters"", Journal of the Society for Industrial and Applied Mathematics, vol. 11, no. 2, pp. 431-441, 1963."
26,2,"E. Jones, T. Oliphant, P. Peterson et al., SciPy: Open source scientific tools for Python, [online] Available: http://www.scipy.org/."
27,2,"G. Bradski, ""Opencv"", Dr. Dobbs Journal of Software Tools, 2000."
28,2,"A. Geiger, P. Lenz and R. Urtasun, The kitti vision benchmark suite, [online] Available: http://www.cvlibs.net/datasets/kitti/eval_odometry.php."
29,2,"A. Geiger, J. Ziegler and C. Stiller, ""Stereoscan: Dense 3D reconstruction in real-time"", 2011 IEEE Intelligent Vehicles Symposium (IV), pp. 963-968, June 2011."
30,2,"J. Shi and C. Tomasi, ""Good features to track"", Computer Vision and Pattern Recognition 1994. Proceedings CVPR94. 1994 IEEE Computer Society Conference on, pp. 593-600, Jun 1994."
31,2,"B. D. Lucas and T. Kanade, ""An iterative image registration technique with an application to stereo vision"", Proceedings of the 7th International Joint Conference on Artificial Intelligence-Volume 2 ser. IJCAI81, pp. 674-679, 1981."
32,2,"A. Geiger, P. Lenz and R. Urtasun, ""Are we ready for autonomous driving? the kitti vision benchmark suite"", Computer Vision and Pattern Recognition (CVPR) 2012 IEEE Conference on, pp. 3354-3361, June 2012."
33,2,"A. J. Davison, I. D. Reid, N. D. Molton and O. Stasse, ""MonoSLAM: Real-time single camera SLAM"", IEEE Transactions on Pattern Analysis and Machine Intelligence, vol. 29, no. 6, pp. 1052-1067, 2007."
34,2,"D. Chekhlov, M. Pupilli, W. Mayol-cuevas and A. Calway, ""Real-time and robust monocular slam using predictive multi-resolution descriptors"", 2nd International Symposium on Visual Computing, 2006."
35,2,"X. Meng, F. Hong and Y. Chen, ""Monocular simultaneous localization and mapping with a modified covariance extended kalman filter"", 2009 IEEE International Conference on Intelligent Computing and Intelligent Systems, vol. 2, pp. 900-903, Nov 2009."
36,2,"G. Klein and D. Murray, ""Parallel tracking and mapping for small ar workspaces"", Mixed and Augmented Reality 2007. ISMAR 2007. 6th IEEE and ACM International Symposium on, pp. 225-234, Nov 2007."
37,2,"C. Forster, M. Pizzoli and D. Scaramuzza, ""SVO: Fast Semi-Direct Monocular Visual Odometry"", IEEE International Conference on Robotics and Automation, 2014."
38,2,"S. Song, M. Chandraker and C. C. Guest, ""Parallel real-time monocular visual odometry"", Proceedings-IEEE International Conference on Robotics and Automation, pp. 4698-4705, 2013."
39,2,"S. Song, M. Chandraker and C. C. Guest, ""High Accuracy Monocular SFM and Scale Correction for Autonomous Driving"", IEEE Transactions on Pattern Analysis and Machine Intelligence, vol. 38, no. 4, pp. 730-743, 2016."
40,2,"M. Persson, T. Piccini, M. Felsberg and R. Mester, ""Robust stereo visual odometry from monocular techniques"", IEEE Intelligent Vehicles Symposium Proceedings, no. Iv, pp. 686-691, 2015."
41,2,"J. Engel, J. Sturm and D. Cremers, ""Semi-dense visual odometry for a monocular camera"", Proceedings of the IEEE International Conference on Computer Vision, pp. 1449-1456, 2013."
42,2,"E. Rosten and T. Drummond, Machine Learning for High-Speed Corner Detection, Berlin, Heidelberg:Springer Berlin Heidelberg, pp. 430-443, 2006."
43,2,"J. Yves Bouguet, ""Pyramidal implementation of the lucas kanade feature tracker"", Intel Corporation Microprocessor Research Labs, 2000."
44,2,"D. G. Lowe, ""Object recognition from local scale-invariant features"", Computer Vision 1999. The Proceedings of the Seventh IEEE International Conference on, vol. 2, pp. 1150-1157, 1999."
45,2,"E. Rublee, V. Rabaud, K. Konolige and G. Bradski, ""Orb: An efficient alternative to sift or surf"", 2011 International Conference on Computer Vision, pp. 2564-2571, Nov 2011."
46,2,"C. Forster, M. Faessler, F. Fontana, M. Werlberger and D. Scaramuzza, ""Continuous On-Board Monocular-Vision based Elevation Mapping Applied to Autonomous Landing of Micro Aerial Vehicles"", IEEE International Conference on Robotics and Automation (ICRA), 2015."
47,2,"X.-S. Gao, X.-R. Hou, J. Tang and H.-F. Cheng, ""Complete solution classification for the perspective-three-point problem"", IEEE Transactions on Pattern Analysis and Machine Intelligence, vol. 25, no. 8, pp. 930-943, Aug 2003."
48,2,"V. Lepetit, F. Moreno-Noguer and P. Fua, ""Epnp: An accurate o(n) solution to the pnp problem"", International Journal Computer Vision, vol. 81, no. 2, 2009."
49,2,"M. H. Mirabdollah and B. Mertsching, On the Second Order Statistics of Essential Matrix Elements, Cham:Springer International Publishing, pp. 547-557, 2014."
50,2,"D. Nister, ""An efficient solution to the five-point relative pose problem"", IEEE Transactions on Pattern Analysis and Machine Intelligence, vol. 26, no. 6, pp. 756-770, June 2004."
51,2,"R. Mur-Artal, J. M. M. Montiel and J. D. Tards, ""Orb-slam: A versatile and accurate monocular slam system"", IEEE Transactions on Robotics, vol. 31, no. 5, pp. 1147-1163, Oct 2015."
52,2,"U. O. P. Mirabollah, M. Mertshching and B., ""Fast Techniques for Monocular Visual Odometry"", GCPR 2015, pp. 297-307, 2015."
53,2,"N. Fanani, M. Ochs, H. Bradler and R. Mester, Keypoint Trajectory Estimation Using Propagation Based Tracking, no. Iv, 2016."
54,2,"R. I. Hartley and P. Sturm, ""Triangulation"", Computer Vision and Image Understanding, vol. 68, no. 2, pp. 146-157, 1997."
55,2,"D. W. Marquardt, ""An algorithm for least-squares estimation of nonlinear parameters"", Journal of the Society for Industrial and Applied Mathematics, vol. 11, no. 2, pp. 431-441, 1963."
56,2,"E. Jones, T. Oliphant, P. Peterson et al., SciPy: Open source scientific tools for Python, [online] Available: http://www.scipy.org/."
