id,id_paper,name
0,4,Daniel F. S. Santos
1,4,Rafael G. Pires
2,4,Danilo Colombo
3,4,João P. Papa
4,5,Sarah Almeida Carneiro
5,5,Gabriel Pellegrino da Silva
6,5,Silvio Jamil F. Guimaraes
7,5,Helio Pedrini
8,6,Carlos Caetano
9,6,François Brémond
10,6,William Robson Schwartz
11,7,Samuel Felipe dos Santos
12,7,Nicu Sebe
13,7,Jurandy Almeida
14,8,Daniela F. Milon-Flores
15,8,Jose Ochoa-Luna
16,8,Erick Gomez-Nieto
17,9,Aline Menin
18,9,Sonia Chardonnel
19,9,Paule-Annick Davoine
20,9,Luciana Nedel
21,10,Pedro Saint Clair Garcia
22,10,Rafael Martins
23,10,George Luiz Lins Machado Coelho
24,10,Guillermo Cámara-Chávez
25,11,Romulo Marconato Stringhini
26,11,Daniel Welfer
27,11,Marcos Cordeiro d'Ornellas
28,11,Daniel Fernando Tello Gamarra
29,12,Nicolás Gutierrez-Castilla
30,12,Ricardo da S. Torres
31,12,Alexandre X. Falcão
32,12,Sebastian Kozerke
33,12,Jürg Schwitter
34,12,Pier-Giorgio Masci
35,12,Javier A. Montoya-Zegarra
36,13,Paulo S. S. Rodrigues
37,13,Guilherme A. Wachs Lopes
38,13,Gilson A. Giraldi
39,13,Celia A. Z. Barcelos
40,13,Luciana Vieira
41,13,Denise Guliato
42,13,Bikesh Kumar Singh
43,14,Jonathan S. Ramos
44,14,Mirela T. Cazzolato
45,14,Bruno S. Faiçal
46,14,Oscar A. C. Linares
47,14,Marcello H. Nogueira-Barbosa
48,14,Caetano Traina
49,14,Agma J. M. Traina
50,15,Ariane M. B. Rodrigues
51,15,Gabriel D. J. Barbosa
52,15,Hélio Lopes
53,15,Simone D. J. Barbosa
54,16,Rustam Mesquita
55,16,Waldemar Celes
56,17,Isabela Borlido Barcelos
57,17,Gabriel Barbosa da Fonseca
58,17,Laurent Najman
59,17,Yukiko Kenmochi
60,17,Benjamin Perret
61,17,Jean Cousty
62,17,Zenilton K. G. do Patrocínio
63,17,Silvio Jamil F. Guimarães
64,18,Felipe Belém
65,18,Leonardo Melo
66,18,Silvio Guimarães
67,18,Alexandre Falcão
68,19,Fernanda Miyuki Yamada
69,19,João Paulo Gois
70,19,Harlen Costa Batagelo
71,20,Jorge López
72,20,Antoni Mauricio
73,20,Guillermo Cámara
74,21,Bernardo Franceschin
75,21,Frederico Abraham
76,21,Luiz Felipe Netto
77,21,Waldemar Celes
78,22,Alexandre Ribeiro Cajazeira Ramos
79,22,Emanuele Santos
80,22,Joaquim Bento Cavalcante Neto
81,23,Ozan Cetinaslan
82,23,Rafael Oliveira Chaves
83,24,Valério Nogueira
84,24,Hugo Oliveira
85,24,José Augusto Silva
86,24,Thales Vieira
87,24,Krerley Oliveira
88,25,Murilo Villas Boas da Costa
89,25,Cynthia Martins Villar Couto
90,25,Leandro Nogueira Couto
91,26,Igor L. O. Bastos
92,26,Victor H. C. Melo
93,26,William Robson Schwartz
94,27,Diego R. Lucio
95,27,Rayson Laroca
96,27,Luiz A. Zanlorensi
97,27,Gladston Moreira
98,27,David Menotti
99,28,Ítalo de P. Oliveira
100,28,Carlos D. O. Interaminense
101,28,Eanes T. Pereira
102,28,Herman M. Gomes
103,29,Antonio Augusto Abello
104,29,R. Hirata
105,30,Matheus B. Pereira
106,30,Jefersson A. dos Santos
107,31,Lucas L. Amorim
108,31,Filipe Mutz
109,31,Alberto F. De Souza
110,31,Claudine Badue
111,31,Thiago Oliveira-Santos
112,32,Vítor N. Lourenço
113,32,Gabriela G. Silva
114,32,Leandro A. F. Fernandes
115,33,Alex Torquato S. Carneiro
116,33,Carlos Eduardo L. Elmadjian
117,33,Candy Gonzales
118,33,Flavio L. Coutinho
119,33,Carlos H. Morimoto
120,34,Roberto Souza
121,34,Oeslle Lucena
122,34,Mariana Bento
123,34,Julia Garrafa
124,34,Letícia Rittner
125,34,Simone Appenzeller
126,34,Roberto Lotufo
127,34,Richard Frayne
128,35,Fernando Pereira dos Santos
129,35,Moacir Antonelli Ponti
130,36,Camila Laranjeira
131,36,Anisio Lacerda
132,36,Erickson R. Nascimento
133,37,Roberto Souza
134,37,Richard Frayne
135,38,Edwin Escobedo
136,38,Lourdes Ramirez
137,38,Guillermo Camara
