id,id_author,university
0,0,"Instituto de Ciê e Technologia, Universidede federale de São Paulo, Sao Jose do do Campos, Brazil"
1,1,"Institute of Mathematics and Statistics, Universidede of São Paulo, Sao Paulo, Brazil"
2,2,"Instituto de Ciê e Technologia, Universidede federale de São Paulo, Sao Jose do do Campos, Brazil"
3,3,"School of Medical Science, University of Campinas, Campinas, Brazil"
4,4,"Institute of Computing, University of Campinas, Campinas, Brazil"
5,5,"Graduate Program in Electrical Engineering, Pontifical Catholic University of Minas Gerais, Belo Horizonte, Brazil"
6,6,"Graduate Program in Electrical Engineering, Pontifical Catholic University of Minas Gerais, Belo Horizonte, Brazil"
7,7,"Graduate Program in Electrical Engineering, Pontifical Catholic University of Minas Gerais, Belo Horizonte, Brazil"
8,8,"Graduate Program in Electrical Engineering, Pontifical Catholic University of Minas Gerais, Belo Horizonte, Brazil"
9,9,"Graduate Program in Electrical Engineering, Pontifical Catholic University of Minas Gerais, Belo Horizonte, Brazil"
10,10,"Graduate Program in Electrical Engineering, Pontifical Catholic University of Minas Gerais, Belo Horizonte, Brazil"
11,11,"Computer Department, Federal University of São Carlos, Sao Carlos, Brazil"
12,12,"Computer Department, Federal University of São Carlos, Sao Carlos, Brazil"
13,13,"Computer Department, Federal University of São Carlos, Sao Carlos, Brazil"
14,14,"Mathematics and Computer Science Institute, University of Sao Paulo, Sao Carlos, Brazil"
15,15,"Mathematics and Computer Science Institute, University of Sao Paulo, Sao Carlos, Brazil"
16,16,"Mathematics and Computer Science Institute, University of Sao Paulo, Sao Carlos, Brazil"
17,17,"Mathematics and Computer Science Institute, University of Sao Paulo, Sao Carlos, Brazil"
18,18,"USP, ICMC, Sao Carlos, Brazil"
19,19,"USP, ICMC, Sao Carlos, Brazil"
20,20,"Department of Mathematics, PUC-Rio, Rio de Janeiro, Brazil"
21,21,"Department of Mathematics, PUC-Rio, Rio de Janeiro, Brazil"
22,22,"UFMS, FACOM, Campo Grande, Brazil"
23,23,"USP, ICMC, Sao Carlos, Brazil"
24,24,"USP, ICMC, Sao Carlos, Brazil"
25,25,"USP, ICMC, Sao Carlos, Brazil"
26,26,"Department of Computer Science, University of São Paulo, USP, Sao Carlos, Brazil"
27,27,"Department of Computer Science, University of São Paulo, USP, Sao Carlos, Brazil"
28,28,"Department of Computer Science, University of São Paulo, USP, Sao Carlos, Brazil"
29,29,"Departamento de Ciência da Computação, Universidade Federal de minas Gerais, Belo Horizonte, Brazil"
30,30,"Departamento de Ciência da Computação, Universidade Federal de minas Gerais, Belo Horizonte, Brazil"
31,31,"Departamento de Ciência da Computação, Universidade Federal de minas Gerais, Belo Horizonte, Brazil"
32,32,"Departamento de Ciência da Computação, Universidade Federal de minas Gerais, Belo Horizonte, Brazil"
33,33,"Departamento de Ciência da Computação, Universidade Federal de minas Gerais, Belo Horizonte, Brazil"
34,34,"Departamento de Ciência da Computação, Universidade Federal de minas Gerais, Belo Horizonte, Brazil"
