id,id_author,university
0,0,"Computer Science Department, Universidade Federal de Minas Gerais, Belo Horizonte, Brazil"
1,1,"Colégio Técnico, Universidade Federal de Minas Gerais, Belo Horizonte, Brazil"
2,2,"Computer Science Department, Universidade Federal de Minas Gerais, Belo Horizonte, Brazil"
3,3,"ICMC – Universidade de São Paulo (USP), São Carlos, SP, Brazil"
4,4,"ICMC – Universidade de São Paulo (USP), São Carlos, SP, Brazil"
5,5,"ICMC – Universidade de São Paulo (USP), São Carlos, SP, Brazil"
6,6,"ICMC – Universidade de São Paulo (USP), São Carlos, SP, Brazil"
7,7,Pontifícia Universidade Católica do Rio de Janeiro - PUC-Rio
8,8,Pontifícia Universidade Católica do Rio de Janeiro - PUC-Rio
9,9,Pontifícia Universidade Católica do Rio de Janeiro - PUC-Rio
10,10,Pontifícia Universidade Católica do Rio de Janeiro - PUC-Rio
11,11,Instituto de Matemática Pura e Aplicada - IMPA
12,12,Instituto de Matemática Pura e Aplicada - IMPA
13,13,Instituto de Matemática Pura e Aplicada - IMPA
14,14,Instituto de Matemática Pura e Aplicada - IMPA
15,15,Instituto de Matemática Pura e Aplicada - IMPA
16,16,"Computer Science Department, Tecgraf/PUC-Rio Institute, Pontifical Catholic University, Rio de Janeiro, Brazil"
17,17,"Computer Science Department, Tecgraf/PUC-Rio Institute, Pontifical Catholic University, Rio de Janeiro, Brazil"
18,18,"CEFET/RJ - Centro Federal de Educação Tecnológica do Rio de Janeiro, Petrópolis, RJ"
19,19,"Programa de Engenharia de Sistemas e Computação, COPPE - Universidade Federal do Rio de Janeiro, Rio de Janeiro, RJ"
20,20,"Institute of Informatics, Federal University of Rio Grande do Sul"
21,21,"Institute of Informatics, Federal University of Rio Grande do Sul"
22,22,"Institute of Informatics, Federal University of Rio Grande do Sul"
23,23,"Institute of Informatics, Federal University of Rio Grande do Sul"
24,24,"Intelligent Vision Research Lab, Federal University of Bahia, Bahia, Brazil"
25,25,"Intelligent Vision Research Lab, Federal University of Bahia, Bahia, Brazil"
26,26,"Voxar Labs, Centro de Informática, Universidade Federal de Pernambuco"
27,27,"Voxar Labs, Centro de Informática, Universidade Federal de Pernambuco"
28,28,"Voxar Labs, Centro de Informática, Universidade Federal de Pernambuco"
29,29,"Departamento de Computação, Universidade Federal Rural de Pernambuco"
30,29,"Voxar Labs, Centro de Informática, Universidade Federal de Pernambuco"
31,30,"Voxar Labs, Centro de Informática, Universidade Federal de Pernambuco"
32,31,"Federal University of Rio Grande, Rio Grande, Brazil"
33,32,"Federal University of Rio Grande, Rio Grande, Brazil"
34,33,"Federal University of Rio Grande, Rio Grande, Brazil"
35,34,"Smart Sense Laboratory, Department of Computer Science, Federal University of Minas Gerais (UFMG), Belo Horizonte, Minas Gerais, Brazil"
36,35,"Smart Sense Laboratory, Department of Computer Science, Federal University of Minas Gerais (UFMG), Belo Horizonte, Minas Gerais, Brazil"
37,36,"Department of Computer Science, Universidad Católica San Pablo, Arequipa, Perú"
38,37,"Department of Computer Science, Universidad Católica San Pablo, Arequipa, Perú"
39,37,"Institute for Biomedical Engineering, ETH Zurich, Zurich, Switzerland"
40,38,"Department of Computer Science, Universidade Federal de Minas, Gerais, Brazil"
41,39,"Department of Computer Science, Universidade Federal de Minas, Gerais, Brazil"
42,39,"Institute of Mathematics and Statistics, University of São Paulo, Brazil"
43,40,"Department of Computer Science, Universidade Federal de Minas, Gerais, Brazil"
44,41,"Department of Statistics and Informatics, Federal Rural University of Pernambuco (UFRPE), Recife, Brazil"
45,42,"Department of Statistics and Informatics, Federal Rural University of Pernambuco (UFRPE), Recife, Brazil"
46,43,"Department of Statistics and Informatics, Federal Rural University of Pernambuco (UFRPE), Recife, Brazil"
47,44,"GIBIS - Department of Science and Technology, Universidade Federal de São Paulo, São José dos Campos, SP, Brazil"
48,45,"GIBIS - Department of Science and Technology, Universidade Federal de São Paulo, São José dos Campos, SP, Brazil"
49,46,"GIBIS - Department of Science and Technology, Universidade Federal de São Paulo, São José dos Campos, SP, Brazil"
50,47,"Instituto de Computação, Universidade Federal Fluminense, Niterói, RJ 24210-346"
51,48,"Instituto de Computação, Universidade Federal Fluminense, Niterói, RJ 24210-346"
52,49,"Instituto de Computação, Universidade Federal Fluminense, Niterói, RJ 24210-346"
53,50,"Instituto de Matemática e Estatística, Universidade de São Paulo, São Paulo, Brazil"
54,51,"Instituto de Matemática e Estatística, Universidade de São Paulo, São Paulo, Brazil"
55,52,"Instituto de Matemática e Estatística, Universidade de São Paulo, São Paulo, Brazil"
56,53,"Hospital das Clínicas, Faculdade de Medicina, Universidade de São Paulo, São Paulo, Brazil"
57,54,"Hospital das Clínicas, Faculdade de Medicina, Universidade de São Paulo, São Paulo, Brazil"
58,55,"Sorbonne Université, CNRS, LIP6, F-75005 Paris, France"
59,56,"Instituto de Matemática e Estatística, Universidade de São Paulo, São Paulo, Brazil"
60,57,Universidade Federal do Agreste de Pernambuco
61,58,Universidade Federal do Agreste de Pernambuco
62,59,Universidade Federal de Pernambuco
63,60,Universidade Federal de Pernambuco
64,61,University of Antwerp
65,62,"Department of Computer Science, Universidad Catolica San Pablo, Arequipa, Peru"
66,63,"School of Applied Mathematics, Getulio Vargas Foundation, Rio de Janeiro, Brazil"
67,64,"IBM Research, Sao Paulo, Brazil"
68,65,"IBM Research, Sao Paulo, Brazil"
69,66,"ICMC, University of Sao Paulo, Sao Carlos, Brazil"
70,67,"Department of Computer Science, Universidad Catolica San Pablo, Arequipa, Peru"
71,68,"Institute of Informatics - UFRGS, Porto Alegre, Brazil"
72,69,"Institute of Informatics - UFRGS, Porto Alegre, Brazil"
73,70,"Computing Department, Federal University of São Carlos, São Carlos, SP, Brazil"
74,71,University of Brasília
75,72,University of Brasília
76,73,University of Brasília
77,74,University of Brasília
78,75,Samsung R&D Brazil
79,76,University of Brasília
80,77,University of Brasília
81,78,University of Brasília
82,79,Samsung R&D Brazil
83,80,Samsung R&D Brazil
84,81,"Instituto de Ciência e Tecnologia, Universidade Federal de São Paulo - UNIFESP, São José dos Campos, SP, Brazil"
85,82,"Dept. of Statistics, Applied Mathematics and Computing, São Paulo State University - UNESP, Rio Claro, SP, Brazil"
86,83,"Instituto de Ciência e Tecnologia, Universidade Federal de São Paulo - UNIFESP, São José dos Campos, SP, Brazil"
87,84,"Dept. of Computing, São Paulo State University - UNESP, Bauru, SP, Brazil"
88,85,"Instituto de Ciência e Tecnologia, Universidade Federal de São Paulo - UNIFESP, São José dos Campos, SP, Brazil"
89,86,"Faculty of Computing, Federal University of Uberlandia, Uberlandia, MG, Brazil"
90,87,"Faculty of Computing, Federal University of Uberlandia, Uberlandia, MG, Brazil"
91,88,"Universidade Federal de Minas Gerais (UFMG), Belo Horizonte, Minas Gerais"
92,89,"Universidade Federal de Minas Gerais (UFMG), Belo Horizonte, Minas Gerais"
93,90,"Universidade Federal de Minas Gerais (UFMG), Belo Horizonte, Minas Gerais"
94,91,"Universidade Federal de Minas Gerais (UFMG), Belo Horizonte, Minas Gerais"
95,92,"Laboratory of Image Data Science, Institute of Computing, University of Campinas, Campinas, Brazil"
96,93,"Department of Information and Computing Sciences, Faculty of Science, Utrecht University, Utrecht, The Netherlands"
97,94,"Laboratory of Image Data Science, Institute of Computing, University of Campinas, Campinas, Brazil"
98,95,"Neuralmind AI, Institute of Mathematics and Statistics, University of São Paulo, Brazil"
99,96,"Institute of Mathematics and Statistics, University of São Paulo, Brazil"
100,97,"Faculty of Mathematics and Computer Science, University of Münster, Germany"
101,98,"ICMC — Universidade de São Paulo (USP), São Carlos, SP, Brazil"
102,99,"ICMC — Universidade de São Paulo (USP), São Carlos, SP, Brazil"
103,100,"ICMC — Universidade de São Paulo (USP), São Carlos, SP, Brazil"
104,101,"Voxar Labs, Centro de Informática, Universidade Federal de Pernambuco, Recife, Brazil"
105,102,"Voxar Labs, Centro de Informática, Universidade Federal de Pernambuco, Recife, Brazil"
106,103,"Voxar Labs, Centro de Informática, Universidade Federal de Pernambuco, Recife, Brazil"
107,104,"Voxar Labs, Centro de Informática, Universidade Federal de Pernambuco, Recife, Brazil"
108,104,"Departamento de Computação, Universidade Federal Rural de Pernambuco, Recife, Brazil"
109,105,"Voxar Labs, Centro de Informática, Universidade Federal de Pernambuco, Recife, Brazil"
110,106,"In Forma Software, Recife, Brazil"
111,107,"In Forma Software, Recife, Brazil"
112,108,"In Forma Software, Recife, Brazil"
113,109,"Sistema de Transmissão Nordeste - STN, Recife, Brazil"
114,110,"ICMC – Universidade de São Paulo, São Carlos-SP, Brazil"
115,111,"ICMC – Universidade de São Paulo, São Carlos-SP, Brazil"
116,112,"Universidade Federal do Rio Grande do Sul, Porto Alegre, RS, Brazil"
117,113,"Universidade Federal do Rio Grande do Sul, Porto Alegre, RS, Brazil"
118,114,"Department of Computer Science, Smart Sense Laboratory, Universidade Federal de Minas Gerais, Brazil"
119,115,"Department of Computer Science, Smart Sense Laboratory, Universidade Federal de Minas Gerais, Brazil"
120,116,"Department of Computer Science, Smart Sense Laboratory, Universidade Federal de Minas Gerais, Brazil"
121,117,"Academic Unity of Systems and Computing, Federal University of Campina Grande, Campina Grande, PB, Brazil"
122,118,"Academic Unity of Systems and Computing, Federal University of Campina Grande, Campina Grande, PB, Brazil"
123,119,"Academic Unity of Systems and Computing, Federal University of Campina Grande, Campina Grande, PB, Brazil"
124,120,"Academic Unity of Systems and Computing, Federal University of Campina Grande, Campina Grande, PB, Brazil"
125,121,"PUC-Rio - Pontifícia Universidade Católica do Rio de Janeiro, Brazil"
126,122,"PUC-Rio - Pontifícia Universidade Católica do Rio de Janeiro, Brazil"
127,123,"Institute of Systems and Robotics - University of Coimbra, Portugal"
128,124,"PUC-Rio - Pontifícia Universidade Católica do Rio de Janeiro, Brazil"
129,125,"IMPA - Instituto Nacional de Matemática Pura e Aplicada, Brazil"
130,126,"PUC-Rio - Pontifícia Universidade Católica do Rio de Janeiro, Brazil"
131,127,"Universidad Catolica San Pablo, Arequipa, Peru"
132,128,"Universidad Nacional Tecnologica de Lima Sur, Lima, Peru"
133,129,"Universidad Catolica San Pablo, Arequipa, Peru"
