id,id_paper,name
0,1,Wu Shin-Ting
1,1,V.F. De Melo
2,2,J. Wang
3,2,M.M. Oliveira
4,3,B. Mederos
5,3,L. Velho
6,3,L.H. De Figueiredo
7,4,A.W. Vieira
8,4,L. Velho
9,4,H. Lopes
10,4,G. Tavares
11,4,T. Lewiner
12,5,J.F. Sanjuan-Estrada
13,5,L.G. Casado
14,5,I. Garcia
15,6,E. Medeiros
16,6,L. Velho
17,6,H. Lopes
18,7,M.B. Vieira
19,7,M. Cord
20,7,P.P. Martins
21,7,S. Philipp-Foliguet
22,7,A.A. Araujo
23,8,S.-T. Wu
24,8,M.R.G. Marquez
25,9,F.M.Q. Pereira
26,9,L.T. Rolla
27,9,C.G. Rezende
28,9,R.L. Carceroni
29,10,J. Loviscach
30,10,H. Thole
31,11,F.R. Miranda
32,11,C.S.D. Santos
33,11,J.E. Kogler
34,12,M.B. Villamil
35,12,A. Braun
36,12,S.R. Musse
37,13,Gautam Chaudhary
38,13,Lakshmy Ramaswamy
39,13,R. Farias
40,14,R. Farias
41,14,C. Bentes
42,14,A. Coelho
43,14,S. Guedes
44,14,L. Goncalves
45,15,J.F. Rodrigues
46,15,A.J.M. Traina
47,15,C. Traina
48,16,Z. Fan
49,16,M. Chi
50,16,M.M. Oliveira
51,17,V.C.L. Salvador
52,17,R. Minghim
53,18,S.-T. Wu
54,18,M. Abrantes
55,18,D. Tost
56,18,H.C. Batagelo
57,19,L.F.M. Vieira
58,19,R.D. Vilela
59,19,E.R.D. Nascimento
60,19,F.A. Fernandes
61,19,R.L. Carceroni
62,19,A.A. Araujo
63,20,S. Philipp-Foliguet
64,20,M. Lekkat
65,21,R.S. Torres
66,21,E.M. Picado
67,21,A.X. Falcao
68,21,L.F. Costa
69,22,M. Cord
70,22,J. Fournier
71,22,S. Philipp-Foliguet
72,23,J.F. Rodrigues
73,23,C.A.B. Castanon
74,23,C. Traina
75,23,A.J.M. Traina
76,24,A.M.C. Machado
77,24,C.N.J. Marinho
78,25,H.Y. Kim
79,25,A. Afif
80,26,L.N. Faria
81,26,N.D.A. Mascarenhas
82,26,C.E. Moron
83,26,R.R. Rosa
84,26,H.S. Sawant
85,27,R.A. Silva
86,27,J. Mayer
87,28,N.S.T. Hirata
88,28,R. Hirata
89,29,J.D.S. da Silva
90,29,P.O. Simoni
91,30,J.A.T.B. da Costa
92,31,E.A. Yonekura
93,31,J. Facon
94,32,E. de Oliveira Nunes
95,32,A. Conci
96,33,J.J.G. Leandro
97,33,J.V.B. Soares
98,33,R.M. Cesar
99,33,H.F. Jelinek
100,34,A.M. Polidorio
101,34,F.C. Flores
102,34,N.N. Imai
103,34,A.M.G. Tommaselli
104,34,C. Franco
105,35,C.R. Jung
106,36,C.A.Z. Barcelos
107,36,M.A. Batista
108,37,J.R.A. Torreao
109,37,J.L. Fernandes
110,37,H.C.G. Leitao
111,38,H.M. Gomes
112,38,R.B. Fisher
113,39,L. Silva
114,39,O.R.P. Bellon
115,39,K.L. Boyer
116,40,M.N. Kapp
117,40,C.O.D.A. Freitas
118,40,J.C. Nievola
119,40,R. Sabourin
120,41,W. Gaviao
121,41,J. Scharcanski
122,41,J.S.C. Filho
123,42,V. Estrela
124,42,L.A. Rivera
125,42,P.C. Beggio
126,42,R.T. Lopes
127,43,F.N. Bezerra
128,43,N.J. Leite
129,44,F.C. Flores
130,44,R. de Alencar Lotufo
131,45,G. Castellano
132,45,R.A. Lotufo
133,45,A.X. Falcao
134,45,F. Cendes
135,46,B.M. Carvalho
136,46,G.T. Herman
137,47,F.N.S. De Medeiros
138,47,R.C.S. Costa
139,47,R.C.P. Marques
140,47,C.M. Laprano
141,48,M.A.G. Carvalho
142,48,R.A. Lotufo
143,48,M. Couprie
144,49,S. Perrin
145,49,M. Ishikawa
146,50,J. De Mira
147,50,J. Mayer
148,51,L.G. Da Silveira
149,51,J. Facon
150,51,D.L. Borges
151,52,M.R.M. Mimica
152,52,C.H. Morimoto
