id,id_paper,reference
0,3,"A. Jacobson, ""Breathing life into shapes"", IEEE ComputerGraphics and Applications, vol. 35, no. 5, pp. 92-100, Sept 2015."
1,3,"A. Rivers, T. Igarashi and F. Durand, ""2.5d cartoon models"", ACM Trans. Graph., vol. 29, no. 4, pp. 59:1-59:7, Jul. 2010."
2,3,"J. P. Gois, B. A. D. Marques and H. C. Batagelo, ""Interactive shading of 2.5d models"", Proceedings of the 41st Graphics Interface Conference ser. GI '15, pp. 89-96, 2015."
3,3,"R. Prévost, W. Jarosz and O. Sorkine-Hornung, ""A vectorial framework for ray traced diffusion curves"", Computer Graphics Forum, vol. 34, no. 1, pp. 253-264, 2015."
4,3,"D. Sýkora, L. Kavan, M. Cadík, O. Jamriška, A. Jacobson, B. Whited, et al., ""Ink-and-ray: Bas-relief meshes for adding global illumination effects to hand-drawn characters"", ACM Transaction on Graphics, vol. 33, no. 2, pp. 16, 2014."
5,3,"J. Lopez-Moreno, S. Popov, A. Bousseau, M. Agrawala and G. Drettakis, ""Depicting stylized materials with vector shade trees"", ACM Trans. Graph., vol. 32, no. 4, pp. 118:1-118:10, Jul. 2013."
6,3,"M. Finch, J. Snyder and H. Hoppe, ""Freeform vector graphics with controlled thin-plate splines"", ACM Trans. Graph., vol. 30, no. 6, pp. 166:1-166:10, Dec. 2011."
7,3,"D. Sýkora, M. Ben-Chen, M. Cadík, B. Whited and M. Simmons, ""Textoons: Practical texture mapping for hand-drawn cartoon animations"", Proceedings of InternationalSymposium on Non-photorealistic Animation and Rendering, pp. 75-83, 2011."
8,3,"A. Jacobson, I. Baran, J. Popović and O. Sorkine, ""Bounded biharmonic weights for real-time deformation"", ACM Transactions on Graphics (proceedings of ACM SIGGRAPH), vol. 30, no. 4, pp. 78:1-78:8, 2011."
9,3,"A. Jacobson, Z. Deng, L. Kavan and J. P. Lewis, ""Skinning: Real-time shape deformation"" in ACM SIGGRAPH 2014 Courses ser. SIGGRAPH '14, New York, NY, USA:ACM, pp. 24:1-24:1, 2014."
10,3,"B. Jones, J. Popovic, J. McCann, W. Li and A. Bargteil, ""Dynamic sprites"", Proceedings of Motion on Games ser. MIG’ 13, pp. 17:39-17:46, 2013."
11,3,"C.-K. Yeh, P. Song, P.-Y. Lin, C.-W. Fu, C.-H. Lin and T.-Y. Lee, ""Double-sided 2.5d graphics"", IEEE Transactions on Visualization and Computer Graphics, vol. 19, no. 2, pp. 225-235, 2013."
12,3,"F. Di Fiore, P. Schaeken, K. Elens and F. Van Reeth, ""Automatic in-betweening in computer assisted animation by exploiting 2.5d modelling techniques"", Proceedings of the Fourteenth Conference on Computer Animation, pp. 192-200, 2001."
13,3,"F. An, X. Cai and A. Sowmya, ""Perceptual evaluation of automatic 2.5d cartoon modelling"", Proceedings of the 12th Pacific Rim conference on Knowledge Management and Acquisition for Intelligent Systems ser. PKAW'12, pp. 28-42, 2012."
14,3,"""Spine: 2d animations for games"", [online] Available: http://esotericsoftware.com/."
15,3,"R. H. Kazi, F. Chevalier, T. Grossman, S. Zhao and G. Fitzmaurice, ""Draco: Bringing life to illustrations with kinetic textures"", Proceedings of the SIGCHI Conference on Human Factors in Computing Systems ser. CHI’ 14, pp. 351-360, 2014."
16,3,"A. Jacobson, T. Weinkauf and O. Sorkine, ""Smooth shape-aware functions with controlled extrema"", Computer Graphics Forum (proceedings of EUROGRAPHICS/ACM SIGGRAPH Symposium on Geometry Processing), vol. 31, no. 5, pp. 1577-1586, 2012."
17,3,"C. Totten, Game Character Creation with Blender and Unity ser. EBL-Schweitzer, John Wiley & Sons, 2012."
18,3,"R. Nascimento, F. Queiroz, A. Rocha, T. I. Ren, V. Mello and A. Peixoto, ""Colorization and illumination of 2d animations based on a region-tree representation"", 24th SIBGRAPI Conference on Graphics Patterns and Images, pp. 9-16, 2011."
19,3,"D. Sýkora, D. Sedlacek, S. Jinchao, J. Dingliana and S. Collins, ""Adding depth to cartoons using sparse depth (in)equalities"", Computer Graphics Forum, vol. 29, no. 2, pp. 615-623, 2010."
20,3,"J. Lee, ""Representing Rotations and Orientations in Geometric Computing"", IEEE ComputerGraphics and Applications, vol. 28, no. 2, pp. 75-83, March 2008."
21,3,"J. Vince, Rotation Transforms for Computer Graphics, Springer, 2011."
22,3,"S. Hertel and K. Mehlhorn, ""Fast triangulation of the plane with respect to simple polygons"", International Conference on Foundations of Computation Theory — Information and Control, vol. 64, no. 1, pp. 52-76, 1985."
23,3,"T. Winkler, J. Drieseberg, M. Alexa and K. Hormann, ""Multi-scale geometry interpolation"", Computer Graphics Forum, vol. 29, no. 2, pp. 309-318, 2010."
24,3,"A. Jacobson, ""Breathing life into shapes"", IEEE ComputerGraphics and Applications, vol. 35, no. 5, pp. 92-100, Sept 2015."
25,3,"A. Rivers, T. Igarashi and F. Durand, ""2.5d cartoon models"", ACM Trans. Graph., vol. 29, no. 4, pp. 59:1-59:7, Jul. 2010."
26,3,"J. P. Gois, B. A. D. Marques and H. C. Batagelo, ""Interactive shading of 2.5d models"", Proceedings of the 41st Graphics Interface Conference ser. GI '15, pp. 89-96, 2015."
27,3,"R. Prévost, W. Jarosz and O. Sorkine-Hornung, ""A vectorial framework for ray traced diffusion curves"", Computer Graphics Forum, vol. 34, no. 1, pp. 253-264, 2015."
28,3,"D. Sýkora, L. Kavan, M. Cadík, O. Jamriška, A. Jacobson, B. Whited, et al., ""Ink-and-ray: Bas-relief meshes for adding global illumination effects to hand-drawn characters"", ACM Transaction on Graphics, vol. 33, no. 2, pp. 16, 2014."
29,3,"J. Lopez-Moreno, S. Popov, A. Bousseau, M. Agrawala and G. Drettakis, ""Depicting stylized materials with vector shade trees"", ACM Trans. Graph., vol. 32, no. 4, pp. 118:1-118:10, Jul. 2013."
30,3,"M. Finch, J. Snyder and H. Hoppe, ""Freeform vector graphics with controlled thin-plate splines"", ACM Trans. Graph., vol. 30, no. 6, pp. 166:1-166:10, Dec. 2011."
31,3,"D. Sýkora, M. Ben-Chen, M. Cadík, B. Whited and M. Simmons, ""Textoons: Practical texture mapping for hand-drawn cartoon animations"", Proceedings of InternationalSymposium on Non-photorealistic Animation and Rendering, pp. 75-83, 2011."
32,3,"A. Jacobson, I. Baran, J. Popović and O. Sorkine, ""Bounded biharmonic weights for real-time deformation"", ACM Transactions on Graphics (proceedings of ACM SIGGRAPH), vol. 30, no. 4, pp. 78:1-78:8, 2011."
33,3,"A. Jacobson, Z. Deng, L. Kavan and J. P. Lewis, ""Skinning: Real-time shape deformation"" in ACM SIGGRAPH 2014 Courses ser. SIGGRAPH '14, New York, NY, USA:ACM, pp. 24:1-24:1, 2014."
34,3,"B. Jones, J. Popovic, J. McCann, W. Li and A. Bargteil, ""Dynamic sprites"", Proceedings of Motion on Games ser. MIG’ 13, pp. 17:39-17:46, 2013."
35,3,"C.-K. Yeh, P. Song, P.-Y. Lin, C.-W. Fu, C.-H. Lin and T.-Y. Lee, ""Double-sided 2.5d graphics"", IEEE Transactions on Visualization and Computer Graphics, vol. 19, no. 2, pp. 225-235, 2013."
36,3,"F. Di Fiore, P. Schaeken, K. Elens and F. Van Reeth, ""Automatic in-betweening in computer assisted animation by exploiting 2.5d modelling techniques"", Proceedings of the Fourteenth Conference on Computer Animation, pp. 192-200, 2001."
37,3,"F. An, X. Cai and A. Sowmya, ""Perceptual evaluation of automatic 2.5d cartoon modelling"", Proceedings of the 12th Pacific Rim conference on Knowledge Management and Acquisition for Intelligent Systems ser. PKAW'12, pp. 28-42, 2012."
38,3,"""Spine: 2d animations for games"", [online] Available: http://esotericsoftware.com/."
39,3,"R. H. Kazi, F. Chevalier, T. Grossman, S. Zhao and G. Fitzmaurice, ""Draco: Bringing life to illustrations with kinetic textures"", Proceedings of the SIGCHI Conference on Human Factors in Computing Systems ser. CHI’ 14, pp. 351-360, 2014."
40,3,"A. Jacobson, T. Weinkauf and O. Sorkine, ""Smooth shape-aware functions with controlled extrema"", Computer Graphics Forum (proceedings of EUROGRAPHICS/ACM SIGGRAPH Symposium on Geometry Processing), vol. 31, no. 5, pp. 1577-1586, 2012."
41,3,"C. Totten, Game Character Creation with Blender and Unity ser. EBL-Schweitzer, John Wiley & Sons, 2012."
42,3,"R. Nascimento, F. Queiroz, A. Rocha, T. I. Ren, V. Mello and A. Peixoto, ""Colorization and illumination of 2d animations based on a region-tree representation"", 24th SIBGRAPI Conference on Graphics Patterns and Images, pp. 9-16, 2011."
43,3,"D. Sýkora, D. Sedlacek, S. Jinchao, J. Dingliana and S. Collins, ""Adding depth to cartoons using sparse depth (in)equalities"", Computer Graphics Forum, vol. 29, no. 2, pp. 615-623, 2010."
44,3,"J. Lee, ""Representing Rotations and Orientations in Geometric Computing"", IEEE ComputerGraphics and Applications, vol. 28, no. 2, pp. 75-83, March 2008."
45,3,"J. Vince, Rotation Transforms for Computer Graphics, Springer, 2011."
46,3,"S. Hertel and K. Mehlhorn, ""Fast triangulation of the plane with respect to simple polygons"", International Conference on Foundations of Computation Theory — Information and Control, vol. 64, no. 1, pp. 52-76, 1985."
47,3,"T. Winkler, J. Drieseberg, M. Alexa and K. Hormann, ""Multi-scale geometry interpolation"", Computer Graphics Forum, vol. 29, no. 2, pp. 309-318, 2010."
48,4,"J. E. Wickham, ""The new surgery"", BMJ, vol. 295, no. 6613, pp. 1581-1582, 1987."
49,4,"R. Vecchio, B. V. MacFayden and F. Palazzo, ""History of laparoscopic surgery"", Panminerva Med, vol. 42, no. 1, pp. 87-90, 2000."
50,4,"D. Stoyanov, M. ElHelw, B. Lo, A. Chung, F. Bello and G.-Z. Yang, ""Current issues of photorealistic rendering for virtual and augmented reality in minimally invasive surgery"", Information Visualization 2003. IV 2003. Proceedings. Seventh International Conference on, pp. 350-358, July 2003."
51,4,"S. De and A. Maciel, ""Virtual reality-based surgical trainers"" in Textbook of Simulation: Skills and Team Training, Woodbury, CT:Cin-med, pp. 225-241, 2011."
52,4,"U. Meier, O. López, C. Monserrat, M. C. Juan and M. Alcaniz, ""Real-time deformable models for surgery simulation: a survey"", Computer methods and programs in biomedicine, vol. 77, no. 3, pp. 183-197, 2005."
53,4,"C. Basdogan, S. De, J. Kim, M. Muniyandi, H. Kim and M. Srinivasan, ""Haptics in minimally invasive surgical simulation and training"", Computer Graphics and Applications IEEE, vol. 24, no. 2, pp. 56-64, March 2004."
54,4,"H. Delingette and N. Ayache, ""Hepatic surgery simulation"", Common. ACM, vol. 48, no. 2, pp. 31-36, Feb. 2005."
55,4,"D. J. Scott, E. M. Ritter, S. T. Tesfay, A. Pimentel, Elisabeth A. Nagji and G. M. Fried, ""Certification pass rate of 1001aparoscopic surgery skills after proficiency-based training"", Surgical Endoscopy, vol. 22, pp. 1887-1893, 2008."
56,4,"A. Okrainec, L. Smith and G. Azzie, ""Surgical simulation in africa: the feasibility and impact of a 3-day fundamentals of laparoscopic surgery course"", Surgical Endoscopy, vol. 23, no. 11, pp. 2493-2498, 2009."
57,4,"I. Choy and A. Okrainec, ""Simulation in surgery: Perfecting the practice"", Surgical Clinics of North America, vol. 90, no. 3, pp. 457-473, 2010."
58,4,"V. S. Arikatla, W. Ahn, G. Sankaranarayanan and S. De, ""Towards virtual fls: development of a peg transfer simulator"", The International Journal of Medical Robotics and Computer Assisted Surgery, 2013."
59,4,"K. Morooka, Y. Nakasuka, R. Kurazume, X. Chen, T. Hasegawa and M. Hashizume, ""Navigation system with real-time finite element analysis for minimally invasive surgery"", Proceedings of the 35th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC), pp. 2996-2999, 2013."
60,4,"S. Sulaiman, T. Hui, A. Bade, R. Lee and S. Tanalol, ""Optimizing time step size in modeling liver deformation"", Proceedings of the IEEE 3rd International Conference on System Engineering and Technology (ICSET), pp. 209-214, 2013."
61,4,"G. Cirio, M. Marchal, A. Le Gentil and A. Le andcuyer, ""“Tap squeeze and stir” the virtual world: Touching the different states of matter through 6dof haptic interaction"", Proceedings of the IEEE Virtual Reality Conference (VR) 2011, pp. 123-126, march 2011."
62,4,"Y.-J. Lim, J. Hu, C.-Y. Chang and N. Tardella, ""Soft tissue deformation and cutting simulation for the multimodal surgery training"", Proceedings of the 19th IEEE International Symposium on Computer-Based Medical Systems. CBMS., pp. 635-640, 2006."
63,4,"S. Queiros, J. Vilaca, N. Rodrigues, S. Neves, P. Teixeira and J. Correia-Pinto, ""A laparoscopic surgery training interface"", Proceedings of the IEEE 1st International Conference on Serious Games and Applications for Health (SeGAH), pp. 1-7, 2011."
64,4,"C. H. Park, K. Wilson and A. Howard, ""Examining the learning effects of a low-cost haptic-based virtual reality simulator on laparoscopic cholecystectomy"", Proceedings of the IEEE 26th International Symposium on Computer-Based Medical Systems (CBMS), pp. 233-238, 2013."
65,4,"P. Marshall, S. Payandeh and J. Dill, ""Suturing for surface meshes"", Proceedings of the IEEE Conference on Control Applications. CCA., pp. 31-36, 2005."
66,4,"Y. Duan, W. Huang, H. Chang, K. K. Toe, T. Yang, J. Zhou, et al., ""Synchronous simulation for deformation of liver and gallbladder with stretch and compression compensation"", Proceedings of Engineering in Medicine and Biology Society (EMBC) 35th Annual International Conference of the IEEE, pp. 4941-4944, 2013."
67,4,"""Lap mentor"", 1AP MentorTM 2014, 2014, [online] Available: http://simbionix.com/simulators/lap-mentor/."
68,4,"S. Science, ""Lapsim"", 2014 lapSim: The Proven Training System, 2014, [online] Available: http://www.surgical-science.com/lapsim-the-proven-training-systeml."
69,4,"I. Intuitive Surgical, ""da vinci"", daVinci 2014, 2014, [online] Available: http://www.intuitivesurgical.com/products/."
70,4,"S. Timoshenko and J. Goodier, Theory of elasticity ser. McGraw-Hill classic textbook reissue series, McGraw-Hill, 1969."
71,4,"K. Bathe, Finite Element Procedures in Engineering Analysis ser. Prentice-Hall Civil Engineering and Engineering Mechanics Series, New Jersey, United States:Prentice-Hall, 1982."
72,4,"M. Davis, Numerical methods and modeling for chemical engineers ser. Wiley series in chemical engineering, Wiley, 1984."
