id,id_paper,reference
0,4,"LIBRAS, ""Brazilian sign language,"" http://www.libras.org.br/, last visit: March 10, 2012."
1,4,"P. W. Vamplew, ""Recognition of sign language gestures using neural networks,"" Australian Journal of Intelligent Information Processing Systems, vol. 5, pp. 27-33, 1996."
2,4,"A. Puente, J. M. Alvarado, and V. Herrera, ""Fingerspelling and sign language as alternative codes for reading and writing words for Chilean deaf signers,"" American Annals of the Deaf, vol. 151, no. 3, pp. 299-310, 2006."
3,4,"Z. Ren, J. Yuan, and Z. Zhang, ""Robust hand gesture recognition based on finger-earth movers distance with a commodity depth camera,"" in Proceedings of the 19th ACM International Conference on Multimedia. ACM, 2011, pp. 1093-1096."
4,4,"V. Frati and D. Prattichizzo, ""Using Kinect for hand tracking and rendering in wearable haptics,"" in Proceedings of the IEEE World Haptics Conference (WHC). IEEE, 2011, pp. 317-321."
5,4,"Y. Li, ""Hand gesture recognition using Kinect,"" in Proceedings of the 3rd IEEE International Conference on Software Engineering and Service Science (ICSESS). IEEE, 2012, pp. 196-199."
6,4,"Z. Mo and U. Neumann, ""Real-time hand pose recognition using lowresolution depth images,"" in Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition, vol. 2. IEEE, 2006, pp. 1499-1505."
7,4,"G. Fanelli, J. Gall, and L. V. Gool, ""Real time head pose estimation with random regression forests,"" in Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition (CVPR), June 2011, pp. 617-624."
8,4,"J. Shotton, T. Sharp, A. Kipman, A. W. Fitzgibbon, M. Finocchio, A. Blake, M. Cook, and R. Moore, ""Real-time human pose recognition in parts from single depth images,"" Communications of the ACM, vol. 56, no. 1, pp. 116-124, 2013."
9,4,"I. Oikonomidis, N. Kyriazis, and A. Argyros, ""Efficient model-based 3D tracking of hand articulations using Kinect,"" in Proceedings of the British Machine Vision Conference. BMVA Press, 2011, pp. 101.1-101.11."
10,4,"N. Pugeault and R. Bowden, ""Spelling it out: Real-time ASL fingerspelling recognition."" in Proceedings of the IEEE International Conference on Computer Vision Workshops (ICCV Workshops). IEEE, 2011, pp. 1114-1119."
11,4,"D. Uebersax, J. Gall, M. V. den Bergh, and L. J. V. Gool, ""Real-time sign language letter and word recognition from depth data,"" in Proceedings of the IEEE International Conference on Computer Vision Workshops (ICCV Workshops), 2011, pp. 383-390."
